Timestamp,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Output Current,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Velocity,SparkMax\\?\usb#vid_0483&pid_a30e&mi_00#6&2f4288c6&0&0000#{c15b4308-04d3-11e6-b3ea-6057189e6443}-1 Input Voltage
1642729981743,8.0625,,
1642729981735,,4314.287109375,
1642729981644,9.1875,,
1642729981636,,4320.0009765625,
1642729981625,,,12.1796875
1642729981618,10.53125,,
1642729981611,,4320.00048828125,
1642729981518,8.6875,,
1642729981510,,4314.2861328125,
1642729981500,,,12.2734375
1642729981492,8.1875,,
1642729981485,,4320.00048828125,
1642729981393,6.09375,,
1642729981385,,4314.2861328125,
1642729981374,,,12.2890625
1642729981366,7.28125,,
1642729981359,,4319.99951171875,
1642729981265,7.84375,,
1642729981257,,4319.9990234375,
1642729981246,,,12.2890625
1642729981239,7.84375,,
1642729981232,,4319.99951171875,
1642729981145,9.65625,,
1642729981138,,4319.9990234375,
1642729981114,,,12.1875
1642729981107,10.09375,,
1642729981100,,4319.99951171875,
1642729981024,7.78125,,
1642729981017,,4325.71337890625,
1642729980985,,,12.2109375
1642729980979,10.71875,,
1642729980971,,4320,
1642729980897,6.4375,,
1642729980872,,4325.71484375,
1642729980859,,,12.34375
1642729980852,6.59375,,
1642729980845,,4325.71484375,
1642729980753,8.96875,,
1642729980745,,4331.4287109375,
1642729980733,,,12.28125
1642729980726,7.53125,,
1642729980719,,4331.4287109375,
1642729980628,6.53125,,
1642729980621,,4331.42919921875,
1642729980609,,,12.3125
1642729980602,7.46875,,
1642729980595,,4331.4287109375,
1642729980503,6.9375,,
1642729980495,,4331.4287109375,
1642729980484,,,12.2109375
1642729980477,8.625,,
1642729980469,,4331.4287109375,
1642729980377,7.5,,
1642729980369,,4331.4287109375,
1642729980358,,,12.2890625
1642729980351,6.75,,
1642729980343,,4331.4287109375,
1642729980251,9.84375,,
1642729980243,,4337.14306640625,
1642729980232,,,12.34375
1642729980225,6.59375,,
1642729980217,,4337.14306640625,
1642729980122,7.84375,,
1642729980114,,4337.14306640625,
1642729980103,,,12.25
1642729980096,7.40625,,
1642729980088,,4331.4287109375,
1642729979992,6.8125,,
1642729979983,,4331.42919921875,
1642729979972,,,12.203125
1642729979964,8.78125,,
1642729979957,,4331.42919921875,
1642729979865,6.71875,,
1642729979857,,4325.71484375,
1642729979846,,,12.2578125
1642729979839,7.8125,,
1642729979831,,4331.4296875,
1642729979737,6.96875,,
1642729979729,,4325.71484375,
1642729979717,,,12.15625
1642729979710,9.03125,,
1642729979703,,4331.4296875,
1642729979613,8.84375,,
1642729979605,,4331.4296875,
1642729979593,,,12.2421875
1642729979587,8.375,,
1642729979579,,4331.4296875,
1642729979487,8.90625,,
1642729979479,,4331.43017578125,
1642729979468,,,12.3046875
1642729979461,7.28125,,
1642729979453,,4325.7158203125,
1642729979361,9.625,,
1642729979353,,4325.7158203125,
1642729979342,,,12.2265625
1642729979335,7.09375,,
1642729979327,,4325.7158203125,
1642729979235,7.8125,,
1642729979227,,4325.71484375,
1642729979216,,,12.140625
1642729979209,9.5625,,
1642729979201,,4331.4287109375,
1642729979110,7.25,,
1642729979103,,4337.1435546875,
1642729979092,,,12.296875
1642729979085,7.46875,,
1642729979078,,4337.1435546875,
1642729978985,10.15625,,
1642729978977,,4342.8583984375,
1642729978966,,,12.2109375
1642729978959,6.71875,,
1642729978952,,4342.8583984375,
1642729978856,10.125,,
1642729978849,,4342.8583984375,
1642729978837,,,12.2265625
1642729978831,7.1875,,
1642729978823,,4342.8583984375,
1642729978720,7.34375,,
1642729978713,,4342.859375,
1642729978702,,,12.2578125
1642729978695,7.03125,,
1642729978687,,4342.859375,
1642729978596,7.4375,,
1642729978588,,4342.859375,
1642729978577,,,12.28125
1642729978570,7.4375,,
1642729978563,,4342.859375,
1642729978470,6.46875,,
1642729978462,,4342.859375,
1642729978451,,,12.1875
1642729978444,9.6875,,
1642729978437,,4342.859375,
1642729978344,7.03125,,
1642729978336,,4348.5732421875,
1642729978325,,,12.25
1642729978318,8,,
1642729978311,,4348.57275390625,
1642729978217,6.75,,
1642729978210,,4348.5732421875,
1642729978199,,,12.21875
1642729978192,6.5,,
1642729978183,,4348.5732421875,
1642729978097,9.875,,
1642729978089,,4342.8583984375,
1642729978066,,,12.140625
1642729978059,9.375,,
1642729978051,,4342.85888671875,
1642729977974,8.3125,,
1642729977950,,4342.8583984375,
1642729977938,,,12.2421875
1642729977931,6.71875,,
1642729977923,,4342.8583984375,
1642729977831,8.375,,
1642729977824,,4342.8583984375,
1642729977812,,,12.21875
1642729977805,7.96875,,
1642729977798,,4342.85888671875,
1642729977703,10.125,,
1642729977696,,4337.1435546875,
1642729977683,,,12.2109375
1642729977677,7.40625,,
1642729977669,,4337.1435546875,
1642729977573,8,,
1642729977565,,4337.1435546875,
1642729977554,,,12.234375
1642729977547,7.65625,,
1642729977539,,4337.14404296875,
1642729977449,6.625,,
1642729977442,,4337.1435546875,
1642729977431,,,12.1875
1642729977423,8.21875,,
1642729977415,,4337.14306640625,
1642729977321,8.09375,,
1642729977313,,4331.42919921875,
1642729977303,,,12.1171875
1642729977295,9.1875,,
1642729977287,,4331.42919921875,
1642729977197,7.84375,,
1642729977189,,4331.42919921875,
1642729977178,,,12.234375
1642729977171,7.5,,
1642729977164,,4325.71484375,
1642729977072,7.28125,,
1642729977064,,4325.71484375,
1642729977053,,,12.2109375
1642729977045,8.75,,
1642729977038,,4325.71435546875,
1642729976947,8.0625,,
1642729976940,,4320,
1642729976928,,,12.203125
1642729976921,7.78125,,
1642729976914,,4325.71484375,
1642729976822,8,,
1642729976814,,4320.00048828125,
1642729976803,,,12.171875
1642729976795,9.8125,,
1642729976788,,4320.00048828125,
1642729976697,7.8125,,
1642729976689,,4325.7158203125,
1642729976678,,,12.234375
1642729976671,6.84375,,
1642729976664,,4325.71533203125,
1642729976571,7.5625,,
1642729976564,,4320.0009765625,
1642729976553,,,12.2578125
1642729976546,7.40625,,
1642729976538,,4325.71435546875,
1642729976441,9.625,,
1642729976432,,4314.2861328125,
1642729976421,,,12.2421875
1642729976414,6.78125,,
1642729976406,,4314.2861328125,
1642729976316,7.84375,,
1642729976308,,4314.28662109375,
1642729976295,,,12.1796875
1642729976288,8.9375,,
1642729976280,,4314.28662109375,
1642729976190,7.65625,,
1642729976182,,4314.28662109375,
1642729976171,,,12.2421875
1642729976164,7.375,,
1642729976156,,4314.2861328125,
1642729976064,8.53125,,
1642729976056,,4308.572265625,
1642729976044,,,12.2734375
1642729976038,7.375,,
1642729976030,,4314.287109375,
1642729975931,9.71875,,
1642729975924,,4314.28564453125,
1642729975912,,,12.2109375
1642729975904,8.40625,,
1642729975896,,4314.28564453125,
1642729975804,8.28125,,
1642729975796,,4302.85791015625,
1642729975785,,,12.296875
1642729975778,8.0625,,
1642729975770,,4308.572265625,
1642729975675,7.8125,,
1642729975667,,4302.85888671875,
1642729975655,,,12.15625
1642729975647,10.5,,
1642729975639,,4302.859375,
1642729975548,8.6875,,
1642729975541,,4302.85888671875,
1642729975529,,,12.1875
1642729975522,9.40625,,
1642729975515,,4297.1435546875,
1642729975422,9.28125,,
1642729975415,,4291.4296875,
1642729975404,,,12.2578125
1642729975396,8.625,,
1642729975389,,4291.42919921875,
1642729975297,10.59375,,
1642729975289,,4285.71533203125,
1642729975278,,,12.2578125
1642729975270,8.875,,
1642729975263,,4285.71533203125,
1642729975170,9.03125,,
1642729975163,,4280.0009765625,
1642729975152,,,12.203125
1642729975145,9.8125,,
1642729975137,,4274.287109375,
1642729975046,11.8125,,
1642729975039,,4268.57275390625,
1642729975028,,,12.1953125
1642729975021,10.78125,,
1642729975013,,4262.8583984375,
1642729974921,11.5625,,
1642729974913,,4257.1435546875,
1642729974902,,,12.2265625
1642729974895,8.8125,,
1642729974887,,4251.43017578125,
1642729974790,9.4375,,
1642729974783,,4234.28662109375,
1642729974772,,,12.078125
1642729974765,12.03125,,
1642729974757,,4228.57275390625,
1642729974666,11.75,,
1642729974659,,4205.71435546875,
1642729974648,,,12.1015625
1642729974641,12.34375,,
1642729974634,,4200.00048828125,
1642729974540,12.9375,,
1642729974533,,4148.5712890625,
1642729974522,,,12.1015625
1642729974515,12.53125,,
1642729974507,,4148.5712890625,
1642729974417,13.75,,
1642729974409,,4085.71337890625,
1642729974399,,,11.9765625
1642729974391,13.9375,,
1642729974383,,4057.14208984375,
1642729974287,15.40625,,
1642729974279,,3959.99951171875,
1642729974269,,,11.8046875
1642729974261,16.90625,,
1642729974253,,3891.4287109375,
1642729974164,19.3125,,
1642729974156,,3948.572265625,
1642729974145,,,11.59375
1642729974138,22.59375,,
1642729974131,,4000.00048828125,
1642729974038,26.84375,,
1642729974030,,4240.0009765625,
1642729974019,,,11.1640625
1642729974012,35.78125,,
1642729974005,,4240.0009765625,
1642729973916,7.40625,,
1642729973908,,4325.71435546875,
1642729973897,,,12.2421875
1642729973888,8.21875,,
1642729973881,,4320.0009765625,
1642729973788,8.15625,,
1642729973780,,4325.71533203125,
1642729973769,,,12.2421875
1642729973762,7.75,,
1642729973755,,4320.0009765625,
1642729973657,7.53125,,
1642729973649,,4325.71533203125,
1642729973638,,,12.15625
1642729973631,9.09375,,
1642729973624,,4325.71533203125,
1642729973533,9.1875,,
1642729973525,,4320,
1642729973514,,,12.25
1642729973507,7.5625,,
1642729973500,,4320,
1642729973407,7.34375,,
1642729973399,,4325.71484375,
1642729973388,,,12.1953125
1642729973381,8.3125,,
1642729973373,,4325.71484375,
1642729973279,7.65625,,
1642729973271,,4325.71484375,
1642729973260,,,12.265625
1642729973253,8.125,,
1642729973245,,4325.71484375,
1642729973157,7.96875,,
1642729973149,,4325.71435546875,
1642729973134,,,12.140625
1642729973127,10.59375,,
1642729973119,,4325.71435546875,
1642729973040,9.125,,
1642729973033,,4325.7158203125,
1642729973009,,,12.1328125
1642729973002,11,,
1642729972994,,4325.71533203125,
1642729972918,7.8125,,
1642729972910,,4325.7158203125,
1642729972887,,,12.234375
1642729972880,7.40625,,
1642729972871,,4320.001953125,
1642729972797,8.28125,,
1642729972790,,4320.00146484375,
1642729972758,,,12.2109375
1642729972752,7.9375,,
1642729972744,,4314.287109375,
1642729972669,7.84375,,
1642729972645,,4314.28662109375,
1642729972633,,,12.0859375
1642729972625,10.46875,,
1642729972618,,4314.28662109375,
1642729972525,8.5625,,
1642729972517,,4308.57275390625,
1642729972506,,,12.1015625
1642729972499,11.40625,,
1642729972492,,4308.572265625,
1642729972402,8.375,,
1642729972394,,4308.5732421875,
1642729972383,,,12.1953125
1642729972375,7.25,,
1642729972368,,4308.57373046875,
1642729972272,10.40625,,
1642729972264,,4302.85888671875,
1642729972253,,,12.2109375
1642729972245,8.90625,,
1642729972238,,4302.859375,
1642729972148,8.53125,,
1642729972141,,4291.4296875,
1642729972130,,,12.15625
1642729972123,7.90625,,
1642729972115,,4285.7158203125,
1642729972023,8.90625,,
1642729972015,,4274.28662109375,
1642729972004,,,12.046875
1642729971997,11.96875,,
1642729971989,,4268.57177734375,
1642729971891,12.03125,,
1642729971883,,4262.857421875,
1642729971869,,,12.0859375
1642729971849,10.5,,
1642729971820,,4251.42919921875,
1642729971728,8.90625,,
1642729971721,,4245.71533203125,
1642729971671,,,12.1796875
1642729971664,9.09375,,
1642729971656,,4240.0009765625,
1642729971612,11.25,,
1642729971604,,4228.572265625,
1642729971546,,,12.1953125
1642729971539,9.40625,,
1642729971531,,4211.43017578125,
1642729971490,8.375,,
1642729971483,,4211.4296875,
1642729971417,,,12.015625
1642729971409,12.65625,,
1642729971401,,4205.7158203125,
1642729971362,10.0625,,
1642729971333,,4188.57275390625,
1642729971290,,,12.078125
1642729971282,10.96875,,
1642729971275,,4182.85693359375,
1642729971168,11.6875,,
1642729971160,,4160,
1642729971149,,,12.15625
1642729971142,7.8125,,
1642729971134,,4160,
1642729971039,11.46875,,
1642729971031,,4131.4287109375,
1642729971015,,,12.0546875
1642729970992,11.46875,,
1642729970960,,4131.4287109375,
1642729970809,8.1875,,
1642729970800,,4108.57080078125,
1642729970789,,,12.15625
1642729970777,10.125,,
1642729970756,,4097.1416015625,
1642729970676,9.03125,,
1642729970667,,4085.71337890625,
1642729970642,,,12.1953125
1642729970635,9.8125,,
1642729970627,,4085.71337890625,
1642729970532,9.53125,,
1642729970524,,4085.71337890625,
1642729970512,,,12.21875
1642729970505,9.53125,,
1642729970494,,4085.71337890625,
1642729970352,8.9375,,
1642729970345,,4079.9990234375,
1642729970334,,,12.2734375
1642729970327,8.21875,,
1642729970319,,4079.9990234375,
1642729970224,7.0625,,
1642729970216,,4079.99951171875,
1642729970205,,,12.203125
1642729970198,9.09375,,
1642729970190,,4079.99853515625,
1642729970099,10.75,,
1642729970092,,4079.9990234375,
1642729970081,,,12.25
1642729970074,8.125,,
1642729970065,,4079.9990234375,
1642729969981,9.59375,,
1642729969973,,4074.28515625,
1642729969950,,,12.2109375
1642729969943,8.3125,,
1642729969935,,4079.99951171875,
1642729969860,8.15625,,
1642729969834,,4079.9990234375,
1642729969822,,,12.15625
1642729969815,10.3125,,
1642729969807,,4079.9990234375,
1642729969717,6.6875,,
1642729969709,,4079.9990234375,
1642729969698,,,12.1953125
1642729969691,9.09375,,
1642729969683,,4079.9990234375,
1642729969591,9.59375,,
1642729969583,,4079.99951171875,
1642729969572,,,12.28125
1642729969565,6.9375,,
1642729969557,,4079.99951171875,
1642729969468,9.78125,,
1642729969460,,4079.9990234375,
1642729969449,,,12.2109375
1642729969441,9.34375,,
1642729969433,,4079.99853515625,
1642729969341,8.4375,,
1642729969333,,4074.28466796875,
1642729969323,,,12.15625
1642729969315,10.90625,,
1642729969307,,4074.28466796875,
1642729969210,6,,
1642729969203,,4074.28515625,
1642729969192,,,12.2109375
1642729969184,8.28125,,
1642729969177,,4074.28515625,
1642729969086,9.9375,,
1642729969079,,4074.28515625,
1642729969067,,,12.3203125
1642729969061,7.71875,,
1642729969053,,4074.28466796875,
1642729968960,7.375,,
1642729968953,,4074.28515625,
1642729968942,,,12.2578125
1642729968935,7.5625,,
1642729968927,,4074.2841796875,
1642729968835,7.125,,
1642729968828,,4074.28515625,
1642729968816,,,12.1796875
1642729968809,9.96875,,
1642729968801,,4079.9990234375,
1642729968701,10.53125,,
1642729968693,,4074.28466796875,
1642729968682,,,12.296875
1642729968675,8,,
1642729968667,,4074.28466796875,
1642729968575,8.96875,,
1642729968567,,4074.28466796875,
1642729968556,,,12.34375
1642729968549,7.625,,
1642729968541,,4074.28466796875,
1642729968452,8.59375,,
1642729968443,,4074.28515625,
1642729968432,,,12.3515625
1642729968425,7.8125,,
1642729968417,,4074.2841796875,
1642729968325,8.46875,,
1642729968317,,4074.28515625,
1642729968307,,,12.234375
1642729968299,8.5,,
1642729968291,,4068.5703125,
1642729968195,11.34375,,
1642729968186,,4074.28466796875,
1642729968175,,,12.21875
1642729968168,8.84375,,
1642729968160,,4074.28466796875,
1642729968068,8.9375,,
1642729968060,,4074.28466796875,
1642729968049,,,12.1875
1642729968042,10.5,,
1642729968034,,4074.2841796875,
1642729967942,8.1875,,
1642729967934,,4079.99951171875,
1642729967923,,,12.15625
1642729967916,11.34375,,
1642729967908,,4079.99951171875,
1642729967813,7.625,,
1642729967805,,4079.9990234375,
1642729967793,,,12.234375
1642729967785,8.71875,,
1642729967778,,4079.9990234375,
1642729967687,9.84375,,
1642729967679,,4079.99853515625,
1642729967668,,,12.2578125
1642729967661,7.78125,,
1642729967654,,4079.9990234375,
1642729967561,8.25,,
1642729967554,,4079.9990234375,
1642729967542,,,12.2265625
1642729967535,9.40625,,
1642729967528,,4079.9990234375,
1642729967438,8.46875,,
1642729967430,,4074.2841796875,
1642729967418,,,12.1640625
1642729967411,10.21875,,
1642729967402,,4074.2841796875,
1642729967306,7.875,,
1642729967298,,4074.28466796875,
1642729967287,,,12.2265625
1642729967280,7.8125,,
1642729967272,,4074.28515625,
1642729967178,7.4375,,
1642729967170,,4079.99853515625,
1642729967159,,,12.265625
1642729967151,7.03125,,
1642729967144,,4074.28466796875,
1642729967051,8.125,,
1642729967044,,4074.28466796875,
1642729967033,,,12.1875
1642729967026,8.90625,,
1642729967018,,4074.28466796875,
1642729966926,8.71875,,
1642729966918,,4074.2841796875,
1642729966907,,,12.1640625
1642729966900,9.09375,,
1642729966892,,4074.28515625,
1642729966802,9.15625,,
1642729966794,,4074.28466796875,
1642729966783,,,12.1640625
1642729966776,9.09375,,
1642729966768,,4079.9990234375,
1642729966677,9.0625,,
1642729966668,,4074.2841796875,
1642729966657,,,12.15625
1642729966650,8.9375,,
1642729966642,,4074.28515625,
1642729966547,8.8125,,
1642729966539,,4079.9990234375,
1642729966526,,,12.2265625
1642729966520,8.6875,,
1642729966512,,4074.28515625,
1642729966419,10.46875,,
1642729966411,,4074.2841796875,
1642729966400,,,12.234375
1642729966393,8.21875,,
1642729966385,,4074.28515625,
1642729966293,8.9375,,
1642729966286,,4074.28466796875,
1642729966274,,,12.2109375
1642729966267,8.5625,,
1642729966259,,4074.28466796875,
1642729966164,7.8125,,
1642729966156,,4074.28466796875,
1642729966145,,,12.09375
1642729966137,10.1875,,
1642729966130,,4074.28466796875,
1642729966037,8.0625,,
1642729966030,,4074.28466796875,
1642729966018,,,12.140625
1642729966012,9.84375,,
1642729966004,,4074.28466796875,
1642729965912,10.03125,,
1642729965904,,4079.9990234375,
1642729965892,,,12.2109375
1642729965885,8.625,,
1642729965876,,4079.9990234375,
1642729965778,7.9375,,
1642729965771,,4085.71337890625,
1642729965759,,,12.1640625
1642729965752,8.96875,,
1642729965743,,4085.71337890625,
1642729965652,8.5,,
1642729965645,,4085.7138671875,
1642729965634,,,12.0859375
1642729965627,9.53125,,
1642729965619,,4085.7138671875,
1642729965527,7.125,,
1642729965519,,4085.712890625,
1642729965508,,,12.203125
1642729965501,7.09375,,
1642729965493,,4085.7138671875,
1642729965403,10.09375,,
1642729965396,,4085.71337890625,
1642729965384,,,12.1796875
1642729965377,8.5,,
1642729965369,,4085.712890625,
1642729965278,8.46875,,
1642729965270,,4085.712890625,
1642729965258,,,12.1640625
1642729965251,7.78125,,
1642729965243,,4085.7138671875,
1642729965146,8.6875,,
1642729965138,,4085.71337890625,
1642729965127,,,12.140625
1642729965120,9.53125,,
1642729965112,,4085.712890625,
1642729965020,8.34375,,
1642729965012,,4085.712890625,
1642729965001,,,12.1953125
1642729964994,7.53125,,
1642729964986,,4085.7138671875,
1642729964894,8.53125,,
1642729964886,,4091.427734375,
1642729964875,,,12.2578125
1642729964868,7.53125,,
1642729964860,,4085.712890625,
1642729964765,8.21875,,
1642729964757,,4085.712890625,
1642729964745,,,12.1875
1642729964737,7.15625,,
1642729964730,,4091.42822265625,
1642729964637,10.4375,,
1642729964630,,4085.7138671875,
1642729964618,,,12.2265625
1642729964611,7.6875,,
1642729964604,,4085.712890625,
1642729964513,9.15625,,
1642729964505,,4091.42822265625,
1642729964493,,,12.234375
1642729964486,8.40625,,
1642729964477,,4085.71337890625,
1642729964381,7.625,,
1642729964373,,4085.7138671875,
1642729964362,,,12.2109375
1642729964355,8.5,,
1642729964348,,4085.7138671875,
1642729964259,10.5625,,
1642729964251,,4085.71337890625,
1642729964239,,,12.25
1642729964231,8.40625,,
1642729964224,,4085.71337890625,
1642729964130,8.6875,,
1642729964122,,4079.99853515625,
1642729964111,,,12.234375
1642729964103,7.875,,
1642729964096,,4079.99951171875,
1642729964004,8.84375,,
1642729963996,,4074.28466796875,
1642729963985,,,12.1171875
1642729963978,11.40625,,
1642729963970,,4062.8564453125,
1642729963879,9.75,,
1642729963871,,4051.427734375,
1642729963859,,,12.234375
1642729963852,8.71875,,
1642729963844,,4051.427734375,
1642729963754,12,,
1642729963746,,4028.56982421875,
1642729963735,,,12.203125
1642729963728,8.46875,,
1642729963720,,4028.56982421875,
1642729963628,13.25,,
1642729963620,,3994.28564453125,
1642729963609,,,12.1875
1642729963602,9.25,,
1642729963594,,3971.42919921875,
1642729963505,12.375,,
1642729963496,,3948.57275390625,
1642729963485,,,12.1484375
1642729963478,10.78125,,
1642729963470,,3925.71533203125,
1642729963378,13.0625,,
1642729963371,,3840.00048828125,
1642729963359,,,11.9765625
1642729963352,13.1875,,
1642729963344,,3840.00048828125,
1642729963248,16.40625,,
1642729963240,,3708.57080078125,
1642729963229,,,11.8984375
1642729963222,16.71875,,
1642729963214,,3662.8564453125,
1642729963122,22.53125,,
1642729963114,,3742.8564453125,
1642729963103,,,11.671875
1642729963096,22.375,,
1642729963088,,3788.5712890625,
1642729962996,28.875,,
1642729962988,,3971.427734375,
1642729962976,,,11.375
1642729962969,29.6875,,
1642729962961,,3971.427734375,
1642729962871,9.90625,,
1642729962863,,4079.99853515625,
1642729962852,,,12.2421875
1642729962845,7.5,,
1642729962837,,4079.99853515625,
1642729962743,10.96875,,
1642729962736,,4074.2841796875,
1642729962724,,,12.3515625
1642729962717,6.75,,
1642729962709,,4079.99951171875,
1642729962613,6.53125,,
1642729962605,,4074.28466796875,
1642729962594,,,12.1484375
1642729962586,10.28125,,
1642729962578,,4074.28466796875,
1642729962482,8.9375,,
1642729962474,,4074.2841796875,
1642729962463,,,12.328125
1642729962456,8.0625,,
1642729962448,,4068.5703125,
1642729962355,9,,
1642729962348,,4074.28466796875,
1642729962337,,,12.3359375
1642729962330,8.03125,,
1642729962321,,4074.28466796875,
1642729962238,8.625,,
1642729962230,,4074.28466796875,
1642729962199,,,12.21875
1642729962192,9.90625,,
1642729962184,,4074.28466796875,
1642729962109,9.46875,,
1642729962084,,4074.2841796875,
1642729962072,,,12.234375
1642729962064,9.28125,,
1642729962056,,4074.2841796875,
1642729961962,9.0625,,
1642729961954,,4074.28466796875,
1642729961943,,,12.3359375
1642729961936,8.0625,,
1642729961929,,4074.28466796875,
1642729961833,8.78125,,
1642729961825,,4068.56982421875,
1642729961814,,,12.2265625
1642729961807,10.34375,,
1642729961799,,4068.5703125,
1642729961706,8.03125,,
1642729961699,,4074.2841796875,
1642729961687,,,12.1875
1642729961680,9.1875,,
1642729961673,,4074.28515625,
1642729961581,9,,
1642729961574,,4074.2841796875,
1642729961562,,,12.1875
1642729961554,8.3125,,
1642729961547,,4074.28466796875,
1642729961449,9.0625,,
1642729961441,,4068.5703125,
1642729961430,,,12.15625
1642729961423,11.375,,
1642729961415,,4068.5703125,
1642729961322,8.25,,
1642729961315,,4068.5703125,
1642729961304,,,12.265625
1642729961297,8.5,,
1642729961289,,4068.5703125,
1642729961197,10.90625,,
1642729961189,,4074.28466796875,
1642729961178,,,12.2578125
1642729961171,8.96875,,
1642729961163,,4074.28466796875,
1642729961065,8.75,,
1642729961057,,4068.56982421875,
1642729961046,,,12.1640625
1642729961038,8.40625,,
1642729961031,,4074.28466796875,
1642729960939,8.375,,
1642729960931,,4074.28466796875,
1642729960920,,,12.09375
1642729960913,10.75,,
1642729960905,,4074.28466796875,
1642729960813,7.5625,,
1642729960805,,4068.5703125,
1642729960794,,,12.140625
1642729960787,8.46875,,
1642729960779,,4068.5703125,
1642729960688,9.96875,,
1642729960681,,4074.28515625,
1642729960670,,,12.2109375
1642729960663,8.71875,,
1642729960655,,4074.28515625,
1642729960563,11.03125,,
1642729960555,,4074.28515625,
1642729960544,,,12.203125
1642729960537,7.84375,,
1642729960530,,4079.99951171875,
1642729960433,8.4375,,
1642729960425,,4074.28466796875,
1642729960414,,,12.1171875
1642729960407,10.34375,,
1642729960400,,4074.28466796875,
1642729960308,7.65625,,
1642729960299,,4079.9990234375,
1642729960288,,,12.21875
1642729960281,8.09375,,
1642729960273,,4074.28466796875,
1642729960181,9.71875,,
1642729960173,,4074.28466796875,
1642729960162,,,12.2578125
1642729960155,7.625,,
1642729960147,,4074.28466796875,
1642729960049,9.65625,,
1642729960041,,4068.5703125,
1642729960030,,,12.09375
1642729960022,11.1875,,
1642729960015,,4068.5703125,
1642729959923,8.8125,,
1642729959915,,4068.5703125,
1642729959904,,,12.15625
1642729959897,9.03125,,
1642729959889,,4074.28466796875,
1642729959797,11.6875,,
1642729959789,,4074.28466796875,
1642729959778,,,12.15625
1642729959771,8.78125,,
1642729959763,,4074.28466796875,
1642729959667,8.21875,,
1642729959659,,4074.28466796875,
1642729959648,,,12.1640625
1642729959641,10.53125,,
1642729959633,,4074.28515625,
1642729959542,8.96875,,
1642729959534,,4074.2841796875,
1642729959522,,,12.1484375
1642729959515,11.6875,,
1642729959507,,4074.2841796875,
1642729959414,9.75,,
1642729959406,,4079.99951171875,
1642729959395,,,12.203125
1642729959388,9.40625,,
1642729959381,,4074.28466796875,
1642729959290,10.1875,,
1642729959282,,4079.9990234375,
1642729959271,,,12.2265625
1642729959264,8.5,,
1642729959257,,4079.9990234375,
1642729959164,9.21875,,
1642729959157,,4079.99951171875,
1642729959146,,,12.15625
1642729959138,8.25,,
1642729959131,,4079.99853515625,
1642729959032,8.15625,,
